,Week_Data_Collected,State,Zip,Hosptial_Name,City,Total_Beds_Available,Total_Covid_Patients,Total_Beds_in_Use,Percent Covid Patients,Percent Capacity Full,Latitude,Longitude
6757,7/31/2020,CA,93102.0,SANTA BARBARA COTTAGE HOSPITAL,SANTA BARBARA,197.3,28.9,193.3,0.15,0.98,34.262834000000005,-119.848555
6758,1/1/2021,CA,93463.0,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SOLVANG,-999999.0,0.0,-999999.0,-0.0,1.0,34.608938,-120.13838
6759,12/25/2020,CA,93463.0,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SOLVANG,-999999.0,0.0,-999999.0,-0.0,1.0,34.608938,-120.13838
6760,12/18/2020,CA,93463.0,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SOLVANG,-999999.0,0.0,-999999.0,-0.0,1.0,34.608938,-120.13838
6761,12/11/2020,CA,93463.0,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SOLVANG,-999999.0,0.0,-999999.0,-0.0,1.0,34.608938,-120.13838
6762,12/4/2020,CA,93463.0,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SOLVANG,-999999.0,0.0,-999999.0,-0.0,1.0,34.608938,-120.13838
6763,11/27/2020,CA,93463.0,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SOLVANG,-999999.0,0.0,-999999.0,-0.0,1.0,34.608938,-120.13838
6764,11/20/2020,CA,93463.0,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SOLVANG,-999999.0,0.0,-999999.0,-0.0,1.0,34.608938,-120.13838
6765,11/13/2020,CA,93463.0,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SOLVANG,-999999.0,0.0,-999999.0,-0.0,1.0,34.608938,-120.13838
6766,11/6/2020,CA,93463.0,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SOLVANG,-999999.0,0.0,-999999.0,-0.0,1.0,34.608938,-120.13838
6767,10/30/2020,CA,93463.0,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SOLVANG,-999999.0,0.0,-999999.0,-0.0,1.0,34.608938,-120.13838
6768,10/23/2020,CA,93463.0,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SOLVANG,0.0,0.0,0.0,,,34.608938,-120.13838
6769,10/16/2020,CA,93463.0,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SOLVANG,-999999.0,0.0,-999999.0,-0.0,1.0,34.608938,-120.13838
6770,10/9/2020,CA,93463.0,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SOLVANG,0.0,0.0,0.0,,,34.608938,-120.13838
6771,10/2/2020,CA,93463.0,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SOLVANG,0.0,0.0,0.0,,,34.608938,-120.13838
6772,9/25/2020,CA,93463.0,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SOLVANG,-999999.0,0.0,-999999.0,-0.0,1.0,34.608938,-120.13838
6773,9/18/2020,CA,93463.0,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SOLVANG,-999999.0,0.0,-999999.0,-0.0,1.0,34.608938,-120.13838
6774,9/11/2020,CA,93463.0,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SOLVANG,-999999.0,0.0,-999999.0,-0.0,1.0,34.608938,-120.13838
6775,9/4/2020,CA,93463.0,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SOLVANG,-999999.0,0.0,-999999.0,-0.0,1.0,34.608938,-120.13838
6776,8/28/2020,CA,93463.0,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SOLVANG,-999999.0,0.0,-999999.0,-0.0,1.0,34.608938,-120.13838
6777,8/21/2020,CA,93463.0,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SOLVANG,-999999.0,0.0,-999999.0,-0.0,1.0,34.608938,-120.13838
6778,8/14/2020,CA,93463.0,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SOLVANG,-999999.0,0.0,-999999.0,-0.0,1.0,34.608938,-120.13838
6779,8/7/2020,CA,93463.0,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SOLVANG,-999999.0,0.0,-999999.0,-0.0,1.0,34.608938,-120.13838
6780,7/31/2020,CA,93463.0,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SOLVANG,-999999.0,0.0,-999999.0,-0.0,1.0,34.608938,-120.13838
6781,1/1/2021,CA,93454.0,MARIAN REGIONAL MEDICAL CENTER,SANTA MARIA,171.4,81.0,170.3,0.47,0.99,34.900809,-120.34876000000001
6782,12/25/2020,CA,93454.0,MARIAN REGIONAL MEDICAL CENTER,SANTA MARIA,153.3,60.6,150.7,0.4,0.98,34.900809,-120.34876000000001
6783,12/18/2020,CA,93454.0,MARIAN REGIONAL MEDICAL CENTER,SANTA MARIA,142.7,55.4,141.3,0.39,0.99,34.900809,-120.34876000000001
6784,12/11/2020,CA,93454.0,MARIAN REGIONAL MEDICAL CENTER,SANTA MARIA,138.6,40.0,136.6,0.29,0.99,34.900809,-120.34876000000001
6785,12/4/2020,CA,93454.0,MARIAN REGIONAL MEDICAL CENTER,SANTA MARIA,136.7,26.7,136.3,0.2,1.0,34.900809,-120.34876000000001
6786,11/27/2020,CA,93454.0,MARIAN REGIONAL MEDICAL CENTER,SANTA MARIA,137.4,24.0,136.4,0.17,0.99,34.900809,-120.34876000000001
6787,11/20/2020,CA,93454.0,MARIAN REGIONAL MEDICAL CENTER,SANTA MARIA,139.6,15.6,137.3,0.11,0.98,34.900809,-120.34876000000001
6788,11/13/2020,CA,93454.0,MARIAN REGIONAL MEDICAL CENTER,SANTA MARIA,132.1,12.0,130.4,0.09,0.99,34.900809,-120.34876000000001
6789,11/6/2020,CA,93454.0,MARIAN REGIONAL MEDICAL CENTER,SANTA MARIA,122.7,7.6,122.4,0.06,1.0,34.900809,-120.34876000000001
6790,10/30/2020,CA,93454.0,MARIAN REGIONAL MEDICAL CENTER,SANTA MARIA,135.4,7.6,134.7,0.06,0.99,34.900809,-120.34876000000001
6791,10/23/2020,CA,93454.0,MARIAN REGIONAL MEDICAL CENTER,SANTA MARIA,137.6,8.0,136.1,0.06,0.99,34.900809,-120.34876000000001
6792,10/16/2020,CA,93454.0,MARIAN REGIONAL MEDICAL CENTER,SANTA MARIA,134.9,11.4,134.0,0.08,0.99,34.900809,-120.34876000000001
6793,10/9/2020,CA,93454.0,MARIAN REGIONAL MEDICAL CENTER,SANTA MARIA,135.1,17.0,132.9,0.13,0.98,34.900809,-120.34876000000001
6794,10/2/2020,CA,93454.0,MARIAN REGIONAL MEDICAL CENTER,SANTA MARIA,131.7,18.4,131.1,0.14,1.0,34.900809,-120.34876000000001
6795,9/25/2020,CA,93454.0,MARIAN REGIONAL MEDICAL CENTER,SANTA MARIA,131.7,15.9,129.9,0.12,0.99,34.900809,-120.34876000000001
6796,9/18/2020,CA,93454.0,MARIAN REGIONAL MEDICAL CENTER,SANTA MARIA,137.3,14.9,136.1,0.11,0.99,34.900809,-120.34876000000001
6797,9/11/2020,CA,93454.0,MARIAN REGIONAL MEDICAL CENTER,SANTA MARIA,135.3,18.0,134.0,0.13,0.99,34.900809,-120.34876000000001
6798,9/4/2020,CA,93454.0,MARIAN REGIONAL MEDICAL CENTER,SANTA MARIA,139.4,24.0,138.9,0.17,1.0,34.900809,-120.34876000000001
6799,8/28/2020,CA,93454.0,MARIAN REGIONAL MEDICAL CENTER,SANTA MARIA,120.4,21.4,119.7,0.18,0.99,34.900809,-120.34876000000001
6800,8/21/2020,CA,93454.0,MARIAN REGIONAL MEDICAL CENTER,SANTA MARIA,110.3,26.6,128.3,0.24,1.16,34.900809,-120.34876000000001
6801,8/14/2020,CA,93454.0,MARIAN REGIONAL MEDICAL CENTER,SANTA MARIA,155.0,35.9,154.0,0.23,0.99,34.900809,-120.34876000000001
6802,8/7/2020,CA,93454.0,MARIAN REGIONAL MEDICAL CENTER,SANTA MARIA,138.0,44.0,137.4,0.32,1.0,34.900809,-120.34876000000001
6803,7/31/2020,CA,93454.0,MARIAN REGIONAL MEDICAL CENTER,SANTA MARIA,159.0,50.7,150.1,0.32,0.94,34.900809,-120.34876000000001
6804,1/1/2021,CA,93111.0,GOLETA VALLEY COTTAGE HOSPITAL,SANTA BARBARA,9.1,0.0,9.1,0.0,1.0,34.443529,-119.80297
6805,12/25/2020,CA,93111.0,GOLETA VALLEY COTTAGE HOSPITAL,SANTA BARBARA,9.3,0.0,9.3,0.0,1.0,34.443529,-119.80297
6806,12/18/2020,CA,93111.0,GOLETA VALLEY COTTAGE HOSPITAL,SANTA BARBARA,12.9,0.0,12.9,0.0,1.0,34.443529,-119.80297
6807,12/11/2020,CA,93111.0,GOLETA VALLEY COTTAGE HOSPITAL,SANTA BARBARA,9.4,0.0,9.4,0.0,1.0,34.443529,-119.80297
6808,12/4/2020,CA,93111.0,GOLETA VALLEY COTTAGE HOSPITAL,SANTA BARBARA,13.0,0.0,13.0,0.0,1.0,34.443529,-119.80297
6809,11/27/2020,CA,93111.0,GOLETA VALLEY COTTAGE HOSPITAL,SANTA BARBARA,8.7,0.0,8.7,0.0,1.0,34.443529,-119.80297
6810,11/20/2020,CA,93111.0,GOLETA VALLEY COTTAGE HOSPITAL,SANTA BARBARA,13.9,0.0,13.9,0.0,1.0,34.443529,-119.80297
6811,11/13/2020,CA,93111.0,GOLETA VALLEY COTTAGE HOSPITAL,SANTA BARBARA,13.1,0.0,13.1,0.0,1.0,34.443529,-119.80297
6812,11/6/2020,CA,93111.0,GOLETA VALLEY COTTAGE HOSPITAL,SANTA BARBARA,9.7,0.0,9.7,0.0,1.0,34.443529,-119.80297
6813,10/30/2020,CA,93111.0,GOLETA VALLEY COTTAGE HOSPITAL,SANTA BARBARA,12.3,0.0,12.3,0.0,1.0,34.443529,-119.80297
6814,10/23/2020,CA,93111.0,GOLETA VALLEY COTTAGE HOSPITAL,SANTA BARBARA,13.0,0.0,13.0,0.0,1.0,34.443529,-119.80297
6815,10/16/2020,CA,93111.0,GOLETA VALLEY COTTAGE HOSPITAL,SANTA BARBARA,13.9,0.0,13.9,0.0,1.0,34.443529,-119.80297
6816,10/9/2020,CA,93111.0,GOLETA VALLEY COTTAGE HOSPITAL,SANTA BARBARA,8.1,0.0,8.1,0.0,1.0,34.443529,-119.80297
6817,10/2/2020,CA,93111.0,GOLETA VALLEY COTTAGE HOSPITAL,SANTA BARBARA,8.1,0.0,8.1,0.0,1.0,34.443529,-119.80297
6818,9/25/2020,CA,93111.0,GOLETA VALLEY COTTAGE HOSPITAL,SANTA BARBARA,10.0,0.0,10.0,0.0,1.0,34.443529,-119.80297
6819,9/18/2020,CA,93111.0,GOLETA VALLEY COTTAGE HOSPITAL,SANTA BARBARA,11.1,0.0,11.1,0.0,1.0,34.443529,-119.80297
6820,9/11/2020,CA,93111.0,GOLETA VALLEY COTTAGE HOSPITAL,SANTA BARBARA,8.4,0.0,8.4,0.0,1.0,34.443529,-119.80297
6821,9/4/2020,CA,93111.0,GOLETA VALLEY COTTAGE HOSPITAL,SANTA BARBARA,7.1,0.0,7.1,0.0,1.0,34.443529,-119.80297
6822,8/28/2020,CA,93111.0,GOLETA VALLEY COTTAGE HOSPITAL,SANTA BARBARA,11.1,0.0,11.1,0.0,1.0,34.443529,-119.80297
6823,8/21/2020,CA,93111.0,GOLETA VALLEY COTTAGE HOSPITAL,SANTA BARBARA,11.7,0.0,11.7,0.0,1.0,34.443529,-119.80297
6824,8/14/2020,CA,93111.0,GOLETA VALLEY COTTAGE HOSPITAL,SANTA BARBARA,8.9,0.0,8.9,0.0,1.0,34.443529,-119.80297
6825,8/7/2020,CA,93111.0,GOLETA VALLEY COTTAGE HOSPITAL,SANTA BARBARA,9.9,0.0,9.9,0.0,1.0,34.443529,-119.80297
6826,7/31/2020,CA,93111.0,GOLETA VALLEY COTTAGE HOSPITAL,SANTA BARBARA,9.2,0.0,9.2,0.0,1.0,34.443529,-119.80297
6827,1/1/2021,CA,95128.0,SANTA CLARA VALLEY MEDICAL CENTER,SAN JOSE,303.4,87.6,284.7,0.29,0.94,37.316983,-121.93555
6828,12/25/2020,CA,95128.0,SANTA CLARA VALLEY MEDICAL CENTER,SAN JOSE,330.1,100.4,312.3,0.3,0.95,37.316983,-121.93555
6829,12/18/2020,CA,95128.0,SANTA CLARA VALLEY MEDICAL CENTER,SAN JOSE,294.1,87.9,278.0,0.3,0.95,37.316983,-121.93555
6830,12/11/2020,CA,95128.0,SANTA CLARA VALLEY MEDICAL CENTER,SAN JOSE,265.4,68.7,245.9,0.26,0.93,37.316983,-121.93555
6831,12/4/2020,CA,95128.0,SANTA CLARA VALLEY MEDICAL CENTER,SAN JOSE,326.0,64.0,300.3,0.2,0.92,37.316983,-121.93555
6832,11/27/2020,CA,95128.0,SANTA CLARA VALLEY MEDICAL CENTER,SAN JOSE,403.7,55.4,373.7,0.14,0.93,37.316983,-121.93555
6833,11/20/2020,CA,95128.0,SANTA CLARA VALLEY MEDICAL CENTER,SAN JOSE,477.7,50.6,445.7,0.11,0.93,37.316983,-121.93555
6834,11/13/2020,CA,95128.0,SANTA CLARA VALLEY MEDICAL CENTER,SAN JOSE,483.0,34.0,448.0,0.07,0.93,37.316983,-121.93555
6835,11/6/2020,CA,95128.0,SANTA CLARA VALLEY MEDICAL CENTER,SAN JOSE,472.0,29.4,436.4,0.06,0.92,37.316983,-121.93555
6836,10/30/2020,CA,95128.0,SANTA CLARA VALLEY MEDICAL CENTER,SAN JOSE,470.6,21.7,436.6,0.05,0.93,37.316983,-121.93555
6837,10/23/2020,CA,95128.0,SANTA CLARA VALLEY MEDICAL CENTER,SAN JOSE,446.0,21.9,416.1,0.05,0.93,37.316983,-121.93555
6838,10/16/2020,CA,95128.0,SANTA CLARA VALLEY MEDICAL CENTER,SAN JOSE,455.1,25.3,426.4,0.06,0.94,37.316983,-121.93555
6839,10/9/2020,CA,95128.0,SANTA CLARA VALLEY MEDICAL CENTER,SAN JOSE,441.1,22.6,405.1,0.05,0.92,37.316983,-121.93555
6840,10/2/2020,CA,95128.0,SANTA CLARA VALLEY MEDICAL CENTER,SAN JOSE,423.4,18.9,391.3,0.04,0.92,37.316983,-121.93555
6841,9/25/2020,CA,95128.0,SANTA CLARA VALLEY MEDICAL CENTER,SAN JOSE,404.0,25.6,373.0,0.06,0.92,37.316983,-121.93555
6842,9/18/2020,CA,95128.0,SANTA CLARA VALLEY MEDICAL CENTER,SAN JOSE,431.6,29.4,401.9,0.07,0.93,37.316983,-121.93555
6843,9/11/2020,CA,95128.0,SANTA CLARA VALLEY MEDICAL CENTER,SAN JOSE,436.9,26.9,404.0,0.06,0.92,37.316983,-121.93555
6844,9/4/2020,CA,95128.0,SANTA CLARA VALLEY MEDICAL CENTER,SAN JOSE,442.7,35.0,405.1,0.08,0.92,37.316983,-121.93555
6845,8/28/2020,CA,95128.0,SANTA CLARA VALLEY MEDICAL CENTER,SAN JOSE,449.4,33.7,412.4,0.07,0.92,37.316983,-121.93555
6846,8/21/2020,CA,95128.0,SANTA CLARA VALLEY MEDICAL CENTER,SAN JOSE,453.9,43.3,416.4,0.1,0.92,37.316983,-121.93555
6847,8/14/2020,CA,95128.0,SANTA CLARA VALLEY MEDICAL CENTER,SAN JOSE,467.9,44.4,432.4,0.09,0.92,37.316983,-121.93555
6848,8/7/2020,CA,95128.0,SANTA CLARA VALLEY MEDICAL CENTER,SAN JOSE,483.9,51.1,451.9,0.11,0.93,37.316983,-121.93555
6849,7/31/2020,CA,95128.0,SANTA CLARA VALLEY MEDICAL CENTER,SAN JOSE,487.6,45.6,458.3,0.09,0.94,37.316983,-121.93555
6850,1/1/2021,CA,95116.0,REGIONAL MEDICAL CENTER OF SAN JOSE,SAN JOSE,242.1,117.1,242.1,0.48,1.0,37.34964,-121.8544
6851,12/25/2020,CA,95116.0,REGIONAL MEDICAL CENTER OF SAN JOSE,SAN JOSE,236.1,104.4,236.1,0.44,1.0,37.34964,-121.8544
6852,12/18/2020,CA,95116.0,REGIONAL MEDICAL CENTER OF SAN JOSE,SAN JOSE,226.3,89.9,226.3,0.4,1.0,37.34964,-121.8544
6853,12/11/2020,CA,95116.0,REGIONAL MEDICAL CENTER OF SAN JOSE,SAN JOSE,219.7,75.1,219.7,0.34,1.0,37.34964,-121.8544
6854,12/4/2020,CA,95116.0,REGIONAL MEDICAL CENTER OF SAN JOSE,SAN JOSE,211.4,58.9,210.6,0.28,1.0,37.34964,-121.8544
6855,11/27/2020,CA,95116.0,REGIONAL MEDICAL CENTER OF SAN JOSE,SAN JOSE,210.1,57.9,210.1,0.28,1.0,37.34964,-121.8544
6856,11/20/2020,CA,95116.0,REGIONAL MEDICAL CENTER OF SAN JOSE,SAN JOSE,196.6,42.4,196.6,0.22,1.0,37.34964,-121.8544
6857,11/13/2020,CA,95116.0,REGIONAL MEDICAL CENTER OF SAN JOSE,SAN JOSE,192.7,36.0,192.7,0.19,1.0,37.34964,-121.8544
6858,11/6/2020,CA,95116.0,REGIONAL MEDICAL CENTER OF SAN JOSE,SAN JOSE,177.7,22.1,177.7,0.12,1.0,37.34964,-121.8544
6859,10/30/2020,CA,95116.0,REGIONAL MEDICAL CENTER OF SAN JOSE,SAN JOSE,167.9,17.9,167.3,0.11,1.0,37.34964,-121.8544
6860,10/23/2020,CA,95116.0,REGIONAL MEDICAL CENTER OF SAN JOSE,SAN JOSE,166.0,18.0,166.0,0.11,1.0,37.34964,-121.8544
6861,10/16/2020,CA,95116.0,REGIONAL MEDICAL CENTER OF SAN JOSE,SAN JOSE,165.4,21.0,165.4,0.13,1.0,37.34964,-121.8544
6862,10/9/2020,CA,95116.0,REGIONAL MEDICAL CENTER OF SAN JOSE,SAN JOSE,179.1,20.1,179.1,0.11,1.0,37.34964,-121.8544
6863,10/2/2020,CA,95116.0,REGIONAL MEDICAL CENTER OF SAN JOSE,SAN JOSE,170.3,21.7,170.3,0.13,1.0,37.34964,-121.8544
6864,9/25/2020,CA,95116.0,REGIONAL MEDICAL CENTER OF SAN JOSE,SAN JOSE,181.7,25.3,181.7,0.14,1.0,37.34964,-121.8544
6865,9/18/2020,CA,95116.0,REGIONAL MEDICAL CENTER OF SAN JOSE,SAN JOSE,181.1,25.7,181.1,0.14,1.0,37.34964,-121.8544
6866,9/11/2020,CA,95116.0,REGIONAL MEDICAL CENTER OF SAN JOSE,SAN JOSE,171.7,30.0,171.3,0.17,1.0,37.34964,-121.8544
6867,9/4/2020,CA,95116.0,REGIONAL MEDICAL CENTER OF SAN JOSE,SAN JOSE,182.4,31.3,182.4,0.17,1.0,37.34964,-121.8544
6868,8/28/2020,CA,95116.0,REGIONAL MEDICAL CENTER OF SAN JOSE,SAN JOSE,185.6,25.4,185.6,0.14,1.0,37.34964,-121.8544
6869,8/21/2020,CA,95116.0,REGIONAL MEDICAL CENTER OF SAN JOSE,SAN JOSE,188.7,27.3,188.7,0.14,1.0,37.34964,-121.8544
6870,8/14/2020,CA,95116.0,REGIONAL MEDICAL CENTER OF SAN JOSE,SAN JOSE,176.7,32.4,176.0,0.18,1.0,37.34964,-121.8544
6871,8/7/2020,CA,95116.0,REGIONAL MEDICAL CENTER OF SAN JOSE,SAN JOSE,166.9,32.1,166.1,0.19,1.0,37.34964,-121.8544
6872,7/31/2020,CA,95116.0,REGIONAL MEDICAL CENTER OF SAN JOSE,SAN JOSE,164.9,33.3,163.3,0.2,0.99,37.34964,-121.8544
6873,1/1/2021,CA,95051.0,KAISER FOUNDATION HOSPITAL-SANTA CLARA,SANTA CLARA,250.7,73.0,219.9,0.29,0.88,37.346241,-121.9846
6874,12/25/2020,CA,95051.0,KAISER FOUNDATION HOSPITAL-SANTA CLARA,SANTA CLARA,239.0,73.3,214.4,0.31,0.9,37.346241,-121.9846
6875,12/18/2020,CA,95051.0,KAISER FOUNDATION HOSPITAL-SANTA CLARA,SANTA CLARA,264.4,79.3,238.7,0.3,0.9,37.346241,-121.9846
6876,12/11/2020,CA,95051.0,KAISER FOUNDATION HOSPITAL-SANTA CLARA,SANTA CLARA,260.7,55.9,228.0,0.21,0.87,37.346241,-121.9846
6877,12/4/2020,CA,95051.0,KAISER FOUNDATION HOSPITAL-SANTA CLARA,SANTA CLARA,250.0,42.1,220.3,0.17,0.88,37.346241,-121.9846
6878,11/27/2020,CA,95051.0,KAISER FOUNDATION HOSPITAL-SANTA CLARA,SANTA CLARA,249.6,41.3,216.0,0.17,0.87,37.346241,-121.9846
6879,11/20/2020,CA,95051.0,KAISER FOUNDATION HOSPITAL-SANTA CLARA,SANTA CLARA,237.1,27.9,209.1,0.12,0.88,37.346241,-121.9846
6880,11/13/2020,CA,95051.0,KAISER FOUNDATION HOSPITAL-SANTA CLARA,SANTA CLARA,241.6,24.3,217.4,0.1,0.9,37.346241,-121.9846
6881,11/6/2020,CA,95051.0,KAISER FOUNDATION HOSPITAL-SANTA CLARA,SANTA CLARA,232.9,14.9,213.3,0.06,0.92,37.346241,-121.9846
6882,10/30/2020,CA,95051.0,KAISER FOUNDATION HOSPITAL-SANTA CLARA,SANTA CLARA,227.0,17.1,201.1,0.08,0.89,37.346241,-121.9846
6883,10/23/2020,CA,95051.0,KAISER FOUNDATION HOSPITAL-SANTA CLARA,SANTA CLARA,231.3,13.3,203.6,0.06,0.88,37.346241,-121.9846
6884,10/16/2020,CA,95051.0,KAISER FOUNDATION HOSPITAL-SANTA CLARA,SANTA CLARA,249.6,12.1,217.9,0.05,0.87,37.346241,-121.9846
6885,10/9/2020,CA,95051.0,KAISER FOUNDATION HOSPITAL-SANTA CLARA,SANTA CLARA,251.4,7.7,221.6,0.03,0.88,37.346241,-121.9846
6886,10/2/2020,CA,95051.0,KAISER FOUNDATION HOSPITAL-SANTA CLARA,SANTA CLARA,236.0,-999999.0,206.3,-4237.28,0.87,37.346241,-121.9846
6887,9/25/2020,CA,95051.0,KAISER FOUNDATION HOSPITAL-SANTA CLARA,SANTA CLARA,227.3,7.3,197.9,0.03,0.87,37.346241,-121.9846
6888,9/18/2020,CA,95051.0,KAISER FOUNDATION HOSPITAL-SANTA CLARA,SANTA CLARA,239.4,10.0,207.6,0.04,0.87,37.346241,-121.9846
6889,9/11/2020,CA,95051.0,KAISER FOUNDATION HOSPITAL-SANTA CLARA,SANTA CLARA,233.7,9.7,203.9,0.04,0.87,37.346241,-121.9846
6890,9/4/2020,CA,95051.0,KAISER FOUNDATION HOSPITAL-SANTA CLARA,SANTA CLARA,229.7,8.4,201.7,0.04,0.88,37.346241,-121.9846
6891,8/28/2020,CA,95051.0,KAISER FOUNDATION HOSPITAL-SANTA CLARA,SANTA CLARA,244.3,10.6,207.0,0.04,0.85,37.346241,-121.9846
6892,8/21/2020,CA,95051.0,KAISER FOUNDATION HOSPITAL-SANTA CLARA,SANTA CLARA,227.9,13.6,193.3,0.06,0.85,37.346241,-121.9846
6893,8/14/2020,CA,95051.0,KAISER FOUNDATION HOSPITAL-SANTA CLARA,SANTA CLARA,238.0,16.4,202.3,0.07,0.85,37.346241,-121.9846
6894,8/7/2020,CA,95051.0,KAISER FOUNDATION HOSPITAL-SANTA CLARA,SANTA CLARA,253.2,16.7,220.0,0.07,0.87,37.346241,-121.9846
6895,7/31/2020,CA,95051.0,KAISER FOUNDATION HOSPITAL-SANTA CLARA,SANTA CLARA,257.2,24.0,222.3,0.09,0.86,37.346241,-121.9846
6896,1/1/2021,CA,95124.0,GOOD SAMARITAN HOSPITAL,SAN JOSE,258.6,63.3,230.7,0.24,0.89,37.256743,-121.92312
6897,12/25/2020,CA,95124.0,GOOD SAMARITAN HOSPITAL,SAN JOSE,253.3,57.3,228.4,0.23,0.9,37.256743,-121.92312
6898,12/18/2020,CA,95124.0,GOOD SAMARITAN HOSPITAL,SAN JOSE,221.9,43.6,198.9,0.2,0.9,37.256743,-121.92312
6899,12/11/2020,CA,95124.0,GOOD SAMARITAN HOSPITAL,SAN JOSE,239.0,40.4,219.0,0.17,0.92,37.256743,-121.92312
6900,12/4/2020,CA,95124.0,GOOD SAMARITAN HOSPITAL,SAN JOSE,255.6,31.1,233.4,0.12,0.91,37.256743,-121.92312
6901,11/27/2020,CA,95124.0,GOOD SAMARITAN HOSPITAL,SAN JOSE,239.4,24.7,216.9,0.1,0.91,37.256743,-121.92312
6902,11/20/2020,CA,95124.0,GOOD SAMARITAN HOSPITAL,SAN JOSE,258.7,17.6,232.7,0.07,0.9,37.256743,-121.92312
6903,11/13/2020,CA,95124.0,GOOD SAMARITAN HOSPITAL,SAN JOSE,254.3,12.4,227.3,0.05,0.89,37.256743,-121.92312
6904,11/6/2020,CA,95124.0,GOOD SAMARITAN HOSPITAL,SAN JOSE,242.4,9.1,217.6,0.04,0.9,37.256743,-121.92312
6905,10/30/2020,CA,95124.0,GOOD SAMARITAN HOSPITAL,SAN JOSE,240.0,7.0,213.0,0.03,0.89,37.256743,-121.92312
6906,10/23/2020,CA,95124.0,GOOD SAMARITAN HOSPITAL,SAN JOSE,230.0,-999999.0,204.6,-4347.82,0.89,37.256743,-121.92312
6907,10/16/2020,CA,95124.0,GOOD SAMARITAN HOSPITAL,SAN JOSE,240.9,6.1,208.0,0.03,0.86,37.256743,-121.92312
6908,10/9/2020,CA,95124.0,GOOD SAMARITAN HOSPITAL,SAN JOSE,257.0,-999999.0,224.4,-3891.05,0.87,37.256743,-121.92312
6909,10/2/2020,CA,95124.0,GOOD SAMARITAN HOSPITAL,SAN JOSE,250.9,4.4,220.6,0.02,0.88,37.256743,-121.92312
6910,9/25/2020,CA,95124.0,GOOD SAMARITAN HOSPITAL,SAN JOSE,235.7,7.3,211.0,0.03,0.9,37.256743,-121.92312
6911,9/18/2020,CA,95124.0,GOOD SAMARITAN HOSPITAL,SAN JOSE,249.7,9.3,219.4,0.04,0.88,37.256743,-121.92312
6912,9/11/2020,CA,95124.0,GOOD SAMARITAN HOSPITAL,SAN JOSE,263.3,7.0,232.0,0.03,0.88,37.256743,-121.92312
6913,9/4/2020,CA,95124.0,GOOD SAMARITAN HOSPITAL,SAN JOSE,255.3,6.7,227.7,0.03,0.89,37.256743,-121.92312
6914,8/28/2020,CA,95124.0,GOOD SAMARITAN HOSPITAL,SAN JOSE,241.3,10.1,218.0,0.04,0.9,37.256743,-121.92312
6915,8/21/2020,CA,95124.0,GOOD SAMARITAN HOSPITAL,SAN JOSE,247.0,11.4,222.3,0.05,0.9,37.256743,-121.92312
6916,8/14/2020,CA,95124.0,GOOD SAMARITAN HOSPITAL,SAN JOSE,252.1,14.4,227.0,0.06,0.9,37.256743,-121.92312
6917,8/7/2020,CA,95124.0,GOOD SAMARITAN HOSPITAL,SAN JOSE,226.7,9.3,198.6,0.04,0.88,37.256743,-121.92312
6918,7/31/2020,CA,95124.0,GOOD SAMARITAN HOSPITAL,SAN JOSE,217.0,7.9,189.1,0.04,0.87,37.256743,-121.92312
6919,1/1/2021,CA,95119.0,KAISER FOUNDATION HOSPITAL-SAN JOSE,SAN JOSE,159.3,89.6,158.4,0.56,0.99,37.232244,-121.79092
6920,12/25/2020,CA,95119.0,KAISER FOUNDATION HOSPITAL-SAN JOSE,SAN JOSE,157.7,82.9,155.6,0.53,0.99,37.232244,-121.79092
6921,12/18/2020,CA,95119.0,KAISER FOUNDATION HOSPITAL-SAN JOSE,SAN JOSE,155.6,72.0,154.3,0.46,0.99,37.232244,-121.79092
6922,12/11/2020,CA,95119.0,KAISER FOUNDATION HOSPITAL-SAN JOSE,SAN JOSE,149.0,63.3,148.4,0.42,1.0,37.232244,-121.79092
6923,12/4/2020,CA,95119.0,KAISER FOUNDATION HOSPITAL-SAN JOSE,SAN JOSE,148.1,53.4,147.1,0.36,0.99,37.232244,-121.79092
